data,denominazione_regione,totale_ospedalizzati
2020-03-20T17:00:00,Abruzzo,238
2020-03-20T17:00:00,Basilicata,13
2020-03-20T17:00:00,P.A. Bolzano,123
2020-03-20T17:00:00,Calabria,87
2020-03-20T17:00:00,Campania,171
2020-03-20T17:00:00,Emilia-Romagna,2350
2020-03-20T17:00:00,Friuli Venezia Giulia,175
2020-03-20T17:00:00,Lazio,584
2020-03-20T17:00:00,Liguria,694
2020-03-20T17:00:00,Lombardia,8785
2020-03-20T17:00:00,Marche,842
2020-03-20T17:00:00,Molise,26
2020-03-20T17:00:00,Piemonte,1821
2020-03-20T17:00:00,Puglia,222
2020-03-20T17:00:00,Sardegna,71
2020-03-20T17:00:00,Sicilia,210
2020-03-20T17:00:00,Toscana,790
2020-03-20T17:00:00,P.A. Trento,232
2020-03-20T17:00:00,Umbria,99
2020-03-20T17:00:00,Valle d'Aosta,63
2020-03-20T17:00:00,Veneto,1079
