data,denominazione_regione,totale_ospedalizzati
2020-03-24T17:00:00,Abruzzo,291
2020-03-24T17:00:00,Basilicata,26
2020-03-24T17:00:00,P.A. Bolzano,204
2020-03-24T17:00:00,Calabria,109
2020-03-24T17:00:00,Campania,526
2020-03-24T17:00:00,Emilia-Romagna,3265
2020-03-24T17:00:00,Friuli Venezia Giulia,244
2020-03-24T17:00:00,Lazio,841
2020-03-24T17:00:00,Liguria,950
2020-03-24T17:00:00,Lombardia,10905
2020-03-24T17:00:00,Marche,1011
2020-03-24T17:00:00,Molise,34
2020-03-24T17:00:00,Piemonte,2764
2020-03-24T17:00:00,Puglia,374
2020-03-24T17:00:00,Sardegna,99
2020-03-24T17:00:00,Sicilia,310
2020-03-24T17:00:00,Toscana,1162
2020-03-24T17:00:00,P.A. Trento,357
2020-03-24T17:00:00,Umbria,148
2020-03-24T17:00:00,Valle d'Aosta,91
2020-03-24T17:00:00,Veneto,1622
