data,denominazione_regione,totale_ospedalizzati
2020-03-25T17:00:00,Abruzzo,307
2020-03-25T17:00:00,Basilicata,34
2020-03-25T17:00:00,P.A. Bolzano,230
2020-03-25T17:00:00,Calabria,116
2020-03-25T17:00:00,Campania,441
2020-03-25T17:00:00,Emilia-Romagna,3474
2020-03-25T17:00:00,Friuli Venezia Giulia,252
2020-03-25T17:00:00,Lazio,906
2020-03-25T17:00:00,Liguria,1074
2020-03-25T17:00:00,Lombardia,11262
2020-03-25T17:00:00,Marche,1086
2020-03-25T17:00:00,Molise,33
2020-03-25T17:00:00,Piemonte,2925
2020-03-25T17:00:00,Puglia,413
2020-03-25T17:00:00,Sardegna,101
2020-03-25T17:00:00,Sicilia,339
2020-03-25T17:00:00,Toscana,1250
2020-03-25T17:00:00,P.A. Trento,373
2020-03-25T17:00:00,Umbria,167
2020-03-25T17:00:00,Valle d'Aosta,95
2020-03-25T17:00:00,Veneto,1723
