data,denominazione_regione,totale_ospedalizzati
2020-02-24T18:00:00,Abruzzo,0
2020-02-24T18:00:00,Basilicata,0
2020-02-24T18:00:00,P.A. Bolzano,0
2020-02-24T18:00:00,Calabria,0
2020-02-24T18:00:00,Campania,0
2020-02-24T18:00:00,Emilia-Romagna,12
2020-02-24T18:00:00,Friuli Venezia Giulia,0
2020-02-24T18:00:00,Lazio,2
2020-02-24T18:00:00,Liguria,0
2020-02-24T18:00:00,Lombardia,95
2020-02-24T18:00:00,Marche,0
2020-02-24T18:00:00,Molise,0
2020-02-24T18:00:00,Piemonte,2
2020-02-24T18:00:00,Puglia,0
2020-02-24T18:00:00,Sardegna,0
2020-02-24T18:00:00,Sicilia,0
2020-02-24T18:00:00,Toscana,0
2020-02-24T18:00:00,P.A. Trento,0
2020-02-24T18:00:00,Umbria,0
2020-02-24T18:00:00,Valle d'Aosta,0
2020-02-24T18:00:00,Veneto,16
